date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temp,humidity,wind_speed,aqi_pm25,aqi_pm10,aqi,month,day,day_of_week,pm2_5_lag_1d,pm2_5_lag_2d,aqi_lag_1d
2026-04-04,16.4,27.97,17.31,12.21,454.42,97.54,24.18,65.71,9.93,60.0,26.0,60.0,4.0,4.0,5.0,15.17,22.48,57.0
2026-04-05,18.54,27.2,20.11,14.87,516.21,93.04,24.64,67.29,8.72,65.0,25.0,65.0,4.0,5.0,6.0,16.4,15.17,60.0
2026-04-06,21.55,48.13,14.24,10.07,364.92,77.75,25.68,72.67,14.87,71.0,45.0,71.0,4.0,6.0,0.0,18.54,16.4,65.0
2026-04-07,22.6,51.71,8.94,9.23,292.04,90.92,26.4,72.71,17.41,73.0,48.0,73.0,4.0,7.0,1.0,21.55,18.54,71.0
2026-04-08,29.98,60.54,15.43,16.57,528.5,123.29,25.77,76.04,8.64,89.0,54.0,89.0,4.0,8.0,2.0,22.6,21.55,73.0
2026-04-09,40.5,81.45,22.28,18.73,674.54,109.88,25.58,77.38,7.32,113.0,64.0,113.0,4.0,9.0,3.0,29.98,22.6,89.0
2026-04-10,31.09,63.75,20.59,18.35,571.96,102.71,27.22,64.58,8.03,91.0,55.0,91.0,4.0,10.0,4.0,40.5,29.98,113.0
2026-04-11,38.75,105.3,15.66,12.32,378.67,89.29,27.92,65.75,10.77,109.0,76.0,109.0,4.0,11.0,5.0,31.09,40.5,91.0
2026-04-12,37.71,114.41,18.59,15.62,589.04,97.75,28.44,59.79,8.51,106.0,80.0,106.0,4.0,12.0,6.0,38.75,31.09,109.0
2026-04-13,30.59,81.66,12.47,10.2,378.25,89.46,28.34,62.38,11.41,90.0,64.0,90.0,4.0,13.0,0.0,37.71,38.75,106.0
2026-04-14,32.48,107.72,12.15,9.93,394.96,97.71,28.59,62.29,11.05,94.0,77.0,94.0,4.0,14.0,1.0,30.59,37.71,90.0
2026-04-15,29.74,67.95,18.55,13.87,449.92,108.12,27.6,71.33,8.93,88.0,57.0,88.0,4.0,15.0,2.0,32.48,30.59,94.0
2026-04-16,18.9,31.85,15.95,12.13,347.42,103.42,27.2,64.79,11.86,65.0,29.0,65.0,4.0,16.0,3.0,29.74,32.48,88.0
2026-04-17,23.02,46.88,18.32,11.72,372.5,97.04,28.3,63.17,11.2,74.0,43.0,74.0,4.0,17.0,4.0,18.9,29.74,65.0
2026-04-18,24.13,70.6,17.09,13.2,355.46,97.58,26.62,70.62,10.83,76.0,59.0,76.0,4.0,18.0,5.0,23.02,18.9,74.0
2026-04-19,20.3,37.28,16.91,13.88,396.08,104.42,26.82,72.12,10.26,68.0,35.0,68.0,4.0,19.0,6.0,24.13,23.02,76.0
2026-04-20,22.45,46.33,15.65,13.75,326.38,101.21,27.19,75.5,10.47,73.0,43.0,73.0,4.0,20.0,0.0,20.3,24.13,68.0
2026-04-21,21.1,48.69,15.38,12.34,310.42,73.79,27.12,73.88,11.28,70.0,45.0,70.0,4.0,21.0,1.0,22.45,20.3,73.0
2026-04-22,15.64,28.99,12.42,11.03,267.79,62.83,27.39,79.04,11.99,58.0,27.0,58.0,4.0,22.0,2.0,21.1,22.45,70.0
2026-04-23,15.46,26.74,12.32,11.28,276.92,66.33,27.98,78.54,11.91,58.0,25.0,58.0,4.0,23.0,3.0,15.64,21.1,58.0
2026-04-24,18.04,33.46,15.58,12.72,294.17,63.25,28.0,81.67,10.12,63.0,31.0,63.0,4.0,24.0,4.0,15.46,15.64,58.0
2026-04-25,22.21,48.0,18.42,13.54,343.29,75.67,28.48,77.96,9.01,72.0,44.0,72.0,4.0,25.0,5.0,18.04,15.46,63.0
2026-04-26,21.17,44.83,17.68,11.42,375.08,78.54,30.05,64.33,10.54,70.0,42.0,70.0,4.0,26.0,6.0,22.21,18.04,72.0
2026-04-27,19.22,39.66,14.33,10.42,377.62,81.38,29.52,70.12,11.09,66.0,37.0,66.0,4.0,27.0,0.0,21.17,22.21,70.0
2026-04-28,18.68,38.62,10.83,9.49,325.5,100.0,29.76,68.25,13.0,65.0,36.0,65.0,4.0,28.0,1.0,19.22,21.17,66.0
2026-04-29,26.85,60.7,13.41,12.3,377.75,101.79,29.47,74.54,9.4,82.0,54.0,82.0,4.0,29.0,2.0,18.68,19.22,65.0
2026-04-30,25.32,55.68,12.96,10.74,331.5,99.62,29.87,72.38,10.2,79.0,51.0,79.0,4.0,30.0,3.0,26.85,18.68,82.0
2026-05-01,26.55,80.15,11.98,9.26,344.29,94.54,31.46,59.71,13.0,81.0,63.0,81.0,5.0,1.0,4.0,25.32,26.85,79.0
2026-05-02,28.85,91.36,9.38,7.9,303.5,103.17,31.7,53.17,15.45,86.0,69.0,86.0,5.0,2.0,5.0,26.55,25.32,81.0
2026-05-03,24.14,74.45,13.14,10.09,414.88,117.17,31.66,56.92,11.44,76.0,61.0,76.0,5.0,3.0,6.0,28.85,26.55,86.0
2026-05-04,41.7,197.42,15.34,10.55,387.79,105.46,34.24,29.5,12.23,116.0,122.0,122.0,5.0,4.0,0.0,24.14,28.85,76.0
2026-05-05,36.4,126.32,20.01,13.7,492.21,96.46,30.35,62.96,9.85,103.0,86.0,103.0,5.0,5.0,1.0,41.7,24.14,122.0
2026-05-06,31.24,79.08,21.87,16.38,433.46,68.88,28.88,77.75,8.91,91.0,63.0,91.0,5.0,6.0,2.0,36.4,41.7,103.0
2026-05-07,19.12,43.31,11.76,11.28,267.58,70.58,29.07,79.62,13.4,66.0,40.0,66.0,5.0,7.0,3.0,31.24,36.4,91.0
2026-05-08,18.7,37.05,12.35,13.89,297.71,74.75,29.34,80.38,10.52,65.0,34.0,65.0,5.0,8.0,4.0,19.12,31.24,66.0
2026-05-09,19.5,40.57,15.5,14.97,287.04,68.04,29.29,80.67,9.78,67.0,38.0,67.0,5.0,9.0,5.0,18.7,19.12,65.0
2026-05-10,20.03,44.34,13.91,13.12,275.0,71.75,29.4,78.88,11.09,68.0,41.0,68.0,5.0,10.0,6.0,19.5,18.7,67.0
2026-05-11,20.54,42.6,15.47,13.77,286.46,76.04,29.61,79.79,10.72,69.0,39.0,69.0,5.0,11.0,0.0,20.03,19.5,68.0
2026-05-12,24.1,61.15,18.2,15.82,328.58,80.79,30.73,74.33,9.07,76.0,54.0,76.0,5.0,12.0,1.0,20.54,20.03,69.0
2026-05-13,28.58,63.41,17.55,7.84,430.29,81.96,31.85,60.88,11.87,86.0,55.0,86.0,5.0,13.0,2.0,24.1,20.54,76.0
2026-05-14,12.87,22.53,8.08,4.63,216.75,64.62,30.04,72.96,16.53,53.0,21.0,53.0,5.0,14.0,3.0,28.58,24.1,86.0
2026-05-15,12.2,29.18,7.55,4.57,203.96,56.12,30.07,73.21,15.24,51.0,27.0,51.0,5.0,15.0,4.0,12.87,28.58,53.0
2026-05-16,19.13,54.72,9.8,5.67,229.29,65.83,29.85,73.25,11.57,66.0,51.0,66.0,5.0,16.0,5.0,12.2,12.87,51.0
2026-05-17,22.81,67.68,7.98,5.34,185.42,66.33,29.6,71.08,13.42,74.0,57.0,74.0,5.0,17.0,6.0,19.13,12.2,66.0
2026-05-18,22.33,56.47,6.61,4.52,189.04,61.96,29.28,73.17,16.96,73.0,52.0,73.0,5.0,18.0,0.0,22.81,19.13,74.0
2026-05-19,19.83,50.0,7.25,4.62,201.08,63.21,30.11,76.0,16.76,67.0,46.0,67.0,5.0,19.0,1.0,22.33,22.81,73.0
2026-05-20,23.68,59.0,8.82,5.33,223.58,76.04,29.93,76.67,14.48,75.0,53.0,75.0,5.0,20.0,2.0,19.83,22.33,67.0
2026-05-21,32.33,89.66,7.63,5.19,210.83,71.04,30.05,74.58,14.72,94.0,68.0,94.0,5.0,21.0,3.0,23.68,19.83,75.0
2026-05-22,41.91,123.58,8.11,5.88,225.29,66.83,30.03,75.17,12.56,117.0,85.0,117.0,5.0,22.0,4.0,32.33,23.68,94.0
2026-05-23,40.87,106.75,7.81,5.45,215.04,77.08,29.75,72.88,12.99,114.0,77.0,114.0,5.0,23.0,5.0,41.91,32.33,117.0
2026-05-24,36.62,93.84,5.08,4.23,165.08,70.5,29.84,72.29,17.0,104.0,70.0,104.0,5.0,24.0,6.0,40.87,41.91,114.0
2026-05-25,27.28,69.63,7.14,4.68,196.5,61.75,30.19,76.79,16.45,83.0,58.0,83.0,5.0,25.0,0.0,36.62,40.87,104.0
2026-05-26,21.14,47.25,9.4,5.64,230.54,66.5,30.49,79.83,12.56,70.0,44.0,70.0,5.0,26.0,1.0,27.28,36.62,83.0
2026-05-27,21.21,43.32,10.04,5.84,230.54,62.17,30.28,80.67,13.21,70.0,40.0,70.0,5.0,27.0,2.0,21.14,27.28,70.0
2026-05-28,22.77,44.55,8.42,5.04,206.58,60.83,30.47,81.25,15.43,73.0,41.0,73.0,5.0,28.0,3.0,21.21,21.14,70.0
2026-05-29,22.66,45.4,8.29,4.95,220.54,63.92,30.92,79.42,15.06,73.0,42.0,73.0,5.0,29.0,4.0,22.77,21.21,73.0
2026-05-30,161.0,37.68,7.79,4.49,220.25,62.38,31.0,3.0,5.1,211.0,35.0,161.0,5.0,30.0,5.0,161.0,22.66,161.0
2026-05-31,161.0,36.87,5.76,4.75,170.46,57.54,31.0,3.0,5.1,211.0,34.0,161.0,5.0,31.0,6.0,161.0,161.0,161.0
<<<<<<< HEAD,,,,,,,,,,,,,,,,,,
2026-06-01,161.0,48.18,7.62,5.88,201.5,64.75,31.0,3.0,5.1,211.0,45.0,211.0,6.0,1.0,0.0,20.08,21.16,68.0
2026-06-02,161.0,59.99,12.05,8.11,245.58,66.08,31.0,3.0,5.1,211.0,53.0,211.0,6.0,2.0,1.0,25.4,20.08,79.0
2026-06-03,161.0,67.63,11.13,7.99,243.62,61.12,31.0,3.0,5.1,211.0,57.0,211.0,6.0,3.0,2.0,30.62,25.4,90.0
2026-06-04,161.0,74.14,8.21,5.76,212.0,67.71,31.0,3.0,5.1,211.0,60.0,211.0,6.0,4.0,3.0,29.39,30.62,87.0
2026-06-05,161.0,81.52,9.33,6.24,230.12,71.88,31.0,3.0,5.1,211.0,64.0,211.0,6.0,5.0,4.0,32.75,29.39,94.0
2026-06-06,161.0,63.58,8.62,5.68,213.21,66.79,31.0,3.0,5.1,211.0,55.0,211.0,6.0,6.0,5.0,31.29,32.75,91.0
=======,,,,,,,,,,,,,,,,,,
2026-06-01,161.0,48.18,7.62,5.88,193.04,64.75,31.0,3.0,5.1,211.0,45.0,161.0,6.0,1.0,0.0,161.0,161.0,161.0
2026-06-06,161.0,63.58,8.62,5.68,213.21,66.79,31.0,3.0,5.1,211.0,55.0,211.0,6.0,6.0,5.0,31.29,32.75,91.0
>>>>>>> dc3d98a (final commit),,,,,,,,,,,,,,,,,,
2026-06-07,161.0,72.03,5.82,4.76,170.75,73.25,31.0,3.0,5.1,211.0,59.0,211.0,6.0,7.0,6.0,24.96,31.29,78.0
2026-06-08,161.0,70.73,7.31,4.98,199.0,74.54,31.0,3.0,5.1,211.0,59.0,211.0,6.0,8.0,0.0,27.42,24.96,83.0
2026-06-09,161.0,44.95,7.52,4.76,200.25,61.96,31.0,3.0,5.1,211.0,42.0,211.0,6.0,9.0,1.0,27.34,27.42,83.0
2026-06-10,161.0,50.13,8.78,4.78,211.42,61.71,31.0,3.0,5.1,211.0,46.0,211.0,6.0,10.0,2.0,20.32,27.34,68.0
2026-06-11,161.0,106.09,9.52,5.22,233.38,76.5,31.0,3.0,5.1,211.0,76.0,211.0,6.0,11.0,3.0,21.1,20.32,70.0
2026-06-12,161.0,64.26,7.48,4.61,203.75,64.58,31.0,3.0,5.1,211.0,56.0,211.0,6.0,12.0,4.0,35.06,21.1,99.0
2026-06-13,161.0,62.42,6.13,4.08,174.96,57.25,31.0,3.0,5.1,211.0,55.0,211.0,6.0,13.0,5.0,23.2,35.06,74.0
2026-06-14,161.0,37.75,4.96,4.06,145.54,55.58,31.0,3.0,5.1,211.0,35.0,211.0,6.0,14.0,6.0,21.88,23.2,72.0
2026-06-15,161.0,33.63,5.81,4.23,171.58,55.67,31.0,3.0,5.1,211.0,31.0,211.0,6.0,15.0,0.0,15.25,21.88,58.0
2026-06-16,161.0,44.85,7.16,5.09,196.67,55.42,31.0,3.0,5.1,211.0,42.0,211.0,6.0,16.0,1.0,14.61,15.25,56.0
2026-06-17,161.0,53.08,8.28,5.34,194.25,54.42,31.0,3.0,5.1,211.0,49.0,211.0,6.0,17.0,2.0,19.92,14.61,67.0
2026-06-18,161.0,52.68,8.57,5.55,195.96,53.62,31.0,3.0,5.1,211.0,49.0,211.0,6.0,18.0,3.0,22.14,19.92,72.0
2026-06-19,161.0,51.85,7.67,5.29,192.08,54.29,31.0,3.0,5.1,211.0,48.0,211.0,6.0,19.0,4.0,22.25,22.14,72.0
2026-06-20,161.0,58.5,7.29,4.86,188.29,53.67,31.0,3.0,5.1,211.0,53.0,211.0,6.0,20.0,5.0,24.01,22.25,76.0
2026-06-21,161.0,46.83,4.97,4.44,155.79,56.54,31.0,3.0,5.1,211.0,43.0,211.0,6.0,21.0,6.0,21.65,24.01,71.0
2026-06-22,161.0,59.02,6.02,4.62,177.46,54.88,31.0,3.0,5.1,211.0,53.0,211.0,6.0,22.0,0.0,19.07,21.65,66.0
2026-06-23,161.0,56.46,6.54,4.67,183.0,54.38,31.0,3.0,5.1,211.0,52.0,211.0,6.0,23.0,1.0,24.23,19.07,77.0
2026-06-24,161.0,48.57,6.08,4.2,184.04,51.67,31.0,3.0,5.1,211.0,45.0,211.0,6.0,24.0,2.0,23.26,24.23,74.0
2026-06-25,161.0,39.88,6.73,4.6,190.42,54.08,31.0,3.0,5.1,211.0,37.0,211.0,6.0,25.0,3.0,20.75,23.26,69.0
2026-06-26,161.0,46.14,7.65,5.4,198.0,53.25,31.0,3.0,5.1,211.0,43.0,211.0,6.0,26.0,4.0,18.04,20.75,63.0
2026-06-27,161.0,44.39,7.76,5.54,196.33,57.04,31.0,3.0,5.1,211.0,41.0,211.0,6.0,27.0,5.0,19.85,18.04,67.0
2026-06-28,161.0,49.34,5.17,4.45,154.83,56.21,31.0,3.0,5.1,211.0,46.0,211.0,6.0,28.0,6.0,19.14,19.85,66.0
2026-06-29,161.0,60.7,5.87,4.37,174.29,56.04,31.0,3.0,5.1,211.0,54.0,211.0,6.0,29.0,0.0,21.04,19.14,70.0
2026-06-30,161.0,51.36,6.84,4.62,186.42,54.04,31.0,3.0,5.1,211.0,48.0,211.0,6.0,30.0,1.0,25.48,21.04,79.0
2026-07-01,161.0,45.3,8.01,5.03,199.21,53.08,31.0,3.0,5.1,211.0,42.0,211.0,7.0,1.0,2.0,22.25,25.48,72.0
2026-07-02,161.0,54.0,9.35,5.92,206.33,49.17,31.0,3.0,5.1,211.0,51.0,211.0,7.0,2.0,3.0,19.89,22.25,67.0
2026-07-03,161.0,55.43,8.42,5.77,193.96,53.75,31.0,3.0,5.1,211.0,51.0,211.0,7.0,3.0,4.0,23.27,19.89,74.0
2026-07-04,161.0,82.63,7.2,5.15,183.79,59.67,31.0,3.0,5.1,211.0,65.0,211.0,7.0,4.0,5.0,23.53,23.27,75.0
2026-07-05,161.0,94.18,5.92,5.34,154.33,64.58,31.0,3.0,5.1,211.0,70.0,211.0,7.0,5.0,6.0,31.48,23.53,92.0
2026-07-06,161.0,87.03,8.81,6.86,207.17,65.83,31.0,3.0,5.1,211.0,67.0,211.0,7.0,6.0,0.0,36.51,31.48,103.0
2026-07-07,161.0,57.24,11.45,7.7,249.46,71.33,31.0,3.0,5.1,211.0,52.0,211.0,7.0,7.0,1.0,36.4,36.51,103.0
2026-07-08,161.0,67.07,8.75,5.94,216.75,66.5,31.0,3.0,5.1,211.0,57.0,211.0,7.0,8.0,2.0,27.4,36.4,83.0
2026-07-09,161.0,57.63,7.16,5.13,189.92,56.67,31.0,3.0,5.1,211.0,52.0,211.0,7.0,9.0,3.0,28.82,27.4,86.0
2026-07-10,161.0,52.9,5.72,4.4,177.12,53.33,31.0,3.0,5.1,211.0,49.0,211.0,7.0,10.0,4.0,24.52,28.82,77.0
2026-07-11,161.0,49.9,5.6,3.94,181.17,55.08,31.0,3.0,5.1,211.0,46.0,211.0,7.0,11.0,5.0,23.32,24.52,75.0
2026-07-12,161.0,67.57,5.51,4.17,167.75,59.12,31.0,3.0,5.1,211.0,57.0,211.0,7.0,12.0,6.0,21.05,23.32,70.0
2026-07-13,161.0,53.44,5.85,4.12,179.67,52.92,31.0,3.0,5.1,211.0,49.0,211.0,7.0,13.0,0.0,25.02,21.05,78.0
2026-07-14,161.0,55.28,7.87,4.99,195.08,45.96,31.0,3.0,5.1,211.0,51.0,211.0,7.0,14.0,1.0,21.9,25.02,72.0
2026-07-15,161.0,54.18,8.74,5.83,205.58,46.46,31.0,3.0,5.1,211.0,51.0,211.0,7.0,15.0,2.0,21.23,21.9,70.0
2026-07-16,161.0,52.91,9.97,6.85,214.46,46.21,31.0,3.0,5.1,211.0,49.0,211.0,7.0,16.0,3.0,22.61,21.23,73.0
2026-07-17,161.0,43.0,8.65,5.88,201.54,46.96,31.0,3.0,5.1,211.0,40.0,211.0,7.0,17.0,4.0,21.0,22.61,70.0
2026-07-18,161.0,35.47,7.1,4.68,186.88,50.38,31.0,3.0,5.1,211.0,33.0,211.0,7.0,18.0,5.0,19.32,21.0,66.0
2026-07-19,161.0,48.47,6.4,5.02,168.42,53.04,31.0,3.0,5.1,211.0,45.0,211.0,7.0,19.0,6.0,16.38,19.32,60.0
2026-07-20,161.0,46.8,8.51,5.9,210.29,51.83,31.0,3.0,5.1,211.0,43.0,211.0,7.0,20.0,0.0,19.94,16.38,67.0
2026-07-21,161.0,48.33,10.78,6.86,246.0,46.75,31.0,3.0,5.1,211.0,45.0,211.0,7.0,21.0,1.0,20.74,19.94,69.0
2026-07-22,161.0,57.1,11.78,8.1,255.58,49.12,31.0,3.0,5.1,211.0,52.0,211.0,7.0,22.0,2.0,21.03,20.74,70.0
2026-07-23,161.0,66.82,10.29,9.42,297.04,63.62,31.0,3.0,5.1,211.0,57.0,211.0,7.0,23.0,3.0,23.1,21.03,74.0
2026-07-24,161.0,74.36,11.37,8.54,256.25,58.5,31.0,3.0,5.1,211.0,61.0,211.0,7.0,24.0,4.0,27.16,23.1,83.0
2026-07-25,161.0,70.66,10.63,7.33,218.46,51.38,31.0,3.0,5.1,211.0,59.0,211.0,7.0,25.0,5.0,27.48,27.16,83.0
2026-07-26,161.0,80.25,7.79,6.95,174.71,60.71,31.0,3.0,5.1,211.0,63.0,211.0,7.0,26.0,6.0,26.14,27.48,81.0
2026-07-27,161.0,83.39,7.2,5.62,186.21,58.46,31.0,3.0,5.1,211.0,65.0,211.0,7.0,27.0,0.0,26.34,26.14,81.0
2026-07-28,161.0,58.64,7.42,5.3,198.12,58.96,31.0,3.0,5.1,211.0,53.0,211.0,7.0,28.0,1.0,27.68,26.34,84.0
2026-07-29,161.0,56.56,9.02,5.68,222.5,61.38,31.0,3.0,5.1,211.0,52.0,211.0,7.0,29.0,2.0,22.21,27.68,72.0
2026-07-30,161.0,66.88,11.7,7.96,267.58,71.5,31.0,3.0,5.1,211.0,57.0,211.0,7.0,30.0,3.0,24.88,22.21,78.0
2026-07-31,161.0,70.76,14.25,9.23,280.75,75.04,31.0,3.0,5.1,211.0,59.0,211.0,7.0,31.0,4.0,27.18,24.88,83.0
2026-08-01,161.0,73.68,14.99,9.39,258.54,58.33,31.0,3.0,5.1,211.0,60.0,211.0,8.0,1.0,5.0,30.75,27.18,90.0
2026-08-02,161.0,62.32,6.23,5.31,181.58,54.04,31.0,3.0,5.1,211.0,55.0,211.0,8.0,2.0,6.0,28.81,30.75,86.0
2026-08-03,161.0,66.03,10.9,6.03,211.12,44.04,31.0,3.0,5.1,211.0,56.0,211.0,8.0,3.0,0.0,23.8,28.81,76.0
2026-08-04,161.0,64.44,9.68,6.02,214.29,54.5,31.0,3.0,5.1,211.0,56.0,211.0,8.0,4.0,1.0,27.1,23.8,83.0
2026-08-05,161.0,53.73,8.1,5.2,202.54,57.92,31.0,3.0,5.1,211.0,50.0,211.0,8.0,5.0,2.0,26.24,27.1,81.0
2026-08-06,161.0,55.1,7.75,5.05,199.5,55.67,31.0,3.0,5.1,211.0,51.0,211.0,8.0,6.0,3.0,25.83,26.24,80.0
2026-08-07,161.0,48.2,8.19,5.26,205.33,53.62,31.0,3.0,5.1,211.0,45.0,211.0,8.0,7.0,4.0,24.34,25.83,77.0
2026-08-08,161.0,55.07,8.45,5.8,208.04,51.33,31.0,3.0,5.1,211.0,51.0,211.0,8.0,8.0,5.0,21.9,24.34,72.0
2026-08-09,161.0,51.14,7.28,6.1,168.71,56.83,31.0,3.0,5.1,211.0,47.0,211.0,8.0,9.0,6.0,23.63,21.9,75.0
2026-08-10,161.0,44.72,7.18,5.02,183.83,54.38,31.0,3.0,5.1,211.0,41.0,211.0,8.0,10.0,0.0,22.22,23.63,72.0
2026-08-11,161.0,50.94,7.87,4.95,200.62,50.88,31.0,3.0,5.1,211.0,47.0,211.0,8.0,11.0,1.0,19.34,22.22,66.0
2026-08-12,161.0,44.26,9.15,5.95,224.17,55.79,31.0,3.0,5.1,211.0,41.0,211.0,8.0,12.0,2.0,23.19,19.34,74.0
2026-08-13,161.0,46.61,8.06,5.48,201.25,56.29,31.0,3.0,5.1,211.0,43.0,211.0,8.0,13.0,3.0,21.78,23.19,71.0
2026-08-14,161.0,46.85,7.78,4.71,196.21,51.96,31.0,3.0,5.1,211.0,43.0,211.0,8.0,14.0,4.0,21.6,21.78,71.0
2026-08-15,161.0,41.76,8.95,5.2,205.96,50.79,31.0,3.0,5.1,211.0,39.0,211.0,8.0,15.0,5.0,22.31,21.6,72.0
2026-08-16,161.0,43.24,6.84,4.9,162.42,52.92,31.0,3.0,5.1,211.0,40.0,211.0,8.0,16.0,6.0,20.78,22.31,69.0
2026-08-17,161.0,41.92,7.17,4.79,188.71,52.25,31.0,3.0,5.1,211.0,39.0,211.0,8.0,17.0,0.0,19.89,20.78,67.0
2026-08-18,161.0,34.76,7.43,4.75,195.79,49.17,31.0,3.0,5.1,211.0,32.0,211.0,8.0,18.0,1.0,19.88,19.89,67.0
2026-08-19,161.0,28.92,7.12,4.43,188.67,45.42,31.0,3.0,5.1,211.0,27.0,211.0,8.0,19.0,2.0,17.7,19.88,63.0
2026-08-20,161.0,34.83,7.61,4.7,197.83,43.04,31.0,3.0,5.1,211.0,32.0,211.0,8.0,20.0,3.0,14.95,17.7,57.0
2026-08-21,161.0,40.19,7.82,4.84,199.08,46.29,31.0,3.0,5.1,211.0,37.0,211.0,8.0,21.0,4.0,15.33,14.95,58.0
2026-08-22,161.0,44.11,7.4,4.4,203.58,48.0,31.0,3.0,5.1,211.0,41.0,211.0,8.0,22.0,5.0,17.1,15.33,62.0
2026-08-23,161.0,58.62,7.16,5.17,189.79,50.0,31.0,3.0,5.1,211.0,53.0,211.0,8.0,23.0,6.0,19.05,17.1,66.0
2026-08-24,161.0,87.12,9.92,7.08,238.58,59.58,31.0,3.0,5.1,211.0,67.0,211.0,8.0,24.0,0.0,23.57,19.05,75.0
2026-08-25,161.0,80.72,9.87,6.83,229.08,55.12,31.0,3.0,5.1,211.0,64.0,211.0,8.0,25.0,1.0,30.67,23.57,90.0
2026-08-26,161.0,79.68,9.03,5.78,206.96,54.33,31.0,3.0,5.1,211.0,63.0,211.0,8.0,26.0,2.0,30.89,30.67,91.0
2026-08-27,161.0,54.14,7.89,4.79,197.79,52.83,31.0,3.0,5.1,211.0,51.0,211.0,8.0,27.0,3.0,31.66,30.89,92.0
2026-08-28,161.0,32.1,7.47,4.68,194.46,52.25,31.0,3.0,5.1,211.0,30.0,211.0,8.0,28.0,4.0,22.7,31.66,73.0
2026-08-29,161.0,32.03,7.38,4.11,189.12,48.58,31.0,3.0,5.1,211.0,30.0,211.0,8.0,29.0,5.0,16.89,22.7,61.0
2026-08-30,161.0,27.2,5.75,3.89,154.79,47.25,31.0,3.0,5.1,211.0,25.0,211.0,8.0,30.0,6.0,16.36,16.89,60.0
